1 1 1.02101439619137e-05
2 2 1.10609901427694e-05
3 3 1.10609855727919e-05
4 4 1.02101393919362e-05
5 5 5.63884501072071e-05
6 6 7.56306990388733e-05
7 7 5.94210577960676e-05
8 8 6.02209420365764e-05
9 9 7.86559136553288e-05
10 10 6.02209257481459e-05
11 11 5.9421032915079e-05
12 12 7.56306665412555e-05
13 13 5.63884252262185e-05
14 14 5.55885409857097e-05
15 15 7.26054519248e-05
16 16 5.55885572741402e-05
17 17 0.000307003760526164
18 18 0.000400984445629958
19 19 0.000307003671844709
20 20 0.000411767108660326
21 21 0.000537818188729347
22 22 0.000411766992831487
23 23 0.00032351462460996
24 24 0.000422549655861855
25 25 0.000323514535928505
26 26 1.02101393919362e-05
27 27 1.10609855727919e-05
28 28 1.10609810028144e-05
29 29 1.02101348219588e-05
30 30 5.63884252262185e-05
31 31 7.56306665412555e-05
32 32 5.9421032915079e-05
33 33 6.02209171555878e-05
34 34 7.86558811577111e-05
35 35 6.02209008671573e-05
36 36 5.94210080340904e-05
37 37 7.56306340436377e-05
38 38 5.63884003452299e-05
39 39 5.55885161047211e-05
40 40 7.26054194271822e-05
41 41 5.55885323931516e-05
42 42 0.000307003625063004
43 43 0.000400984268698483
44 44 0.000307003536381549
45 45 0.000411766931728851
46 46 0.000537817957635176
47 47 0.000411766815900012
48 48 0.0003235144891468
49 49 0.00042254947893038
50 50 0.000323514400465345
51 51 1.10609901427694e-05
52 52 1.1911836323625e-05
53 53 1.19118317536475e-05
54 54 1.10609855727919e-05
55 55 6.10208348696433e-05
56 56 8.16811607694022e-05
57 57 6.40534425585038e-05
58 58 6.48533267990126e-05
59 59 8.47063753858577e-05
60 60 6.4853310510582e-05
61 61 6.40534176775151e-05
62 62 8.16811282717843e-05
63 63 6.10208099886546e-05
64 64 6.02209257481458e-05
65 65 7.86559136553288e-05
66 66 6.02209420365764e-05
67 67 0.000332224522010539
68 68 0.000433925848385059
69 69 0.000332224433329083
70 70 0.000444708511415427
71 71 0.000580843694368663
72 72 0.000444708395586588
73 73 0.000348735386094335
74 74 0.000455491058616956
75 75 0.00034873529741288
76 76 1.10609855727919e-05
77 77 1.19118317536475e-05
78 78 1.191182718367e-05
79 79 1.10609810028144e-05
80 80 6.10208099886546e-05
81 81 8.16811282717843e-05
82 82 6.40534176775151e-05
83 83 6.48533019180239e-05
84 84 8.47063428882399e-05
85 85 6.48532856295934e-05
86 86 6.40533927965266e-05
87 87 8.16810957741666e-05
88 88 6.10207851076661e-05
89 89 6.02209008671573e-05
90 90 7.8655881157711e-05
91 91 6.02209171555878e-05
92 92 0.000332224386547378
93 93 0.000433925671453585
94 94 0.000332224297865923
95 95 0.000444708334483953
96 96 0.000580843463274492
97 97 0.000444708218655114
98 98 0.000348735250631174
99 99 0.000455490881685482
100 100 0.00034873516194972
101 101 1.02101327304574e-05
102 102 1.10609763961037e-05
103 103 1.10609547878537e-05
104 104 1.02101111222074e-05
105 105 5.63883865935948e-05
106 106 7.56306102277726e-05
107 107 5.94209853176821e-05
108 108 6.02208511757778e-05
109 109 7.86557553207373e-05
110 110 6.02207741591012e-05
111 111 5.94208676727654e-05
112 112 7.5630456569106e-05
113 113 5.63882689486781e-05
114 114 5.55884030905824e-05
115 115 7.26053114761413e-05
116 116 5.5588480107259e-05
117 117 0.000307003327521585
118 118 0.000400983664150304
119 119 0.000307002908208568
120 120 0.000411766511228575
121 121 0.000537817126388902
122 122 0.000411765963554431
123 123 0.000323514142797171
124 124 0.000422548810632702
125 125 0.000323513723484154
126 126 1.02101111222074e-05
127 127 1.10609547878537e-05
128 128 1.10609331796037e-05
129 129 1.02100895139574e-05
130 130 5.63882689486781e-05
131 131 7.5630456569106e-05
132 132 5.94208676727654e-05
133 133 6.02207335308611e-05
134 134 7.86556016620707e-05
135 135 6.02206565141847e-05
136 136 5.94207500278489e-05
137 137 7.56303029104395e-05
138 138 5.63881513037616e-05
139 139 5.55882854456659e-05
140 140 7.26051578174747e-05
141 141 5.55883624623423e-05
142 142 0.000307002687010372
143 143 0.00040098282756423
144 144 0.000307002267697356
145 145 0.000411765674642501
146 146 0.00053781603370505
147 147 0.000411765126968358
148 148 0.000323513502285958
149 149 0.000422547974046628
150 150 0.000323513082972942
151 151 1.10609763961037e-05
152 152 1.191182006175e-05
153 153 1.19117984535e-05
154 154 1.10609547878537e-05
155 155 6.10207576621136e-05
156 156 8.16810540723687e-05
157 157 6.40533563862009e-05
158 158 6.48532222442966e-05
159 159 8.47061991653334e-05
160 160 6.48531452276201e-05
161 161 6.40532387412843e-05
162 162 8.16809004137021e-05
163 163 6.1020640017197e-05
164 164 6.02207741591013e-05
165 165 7.86557553207374e-05
166 166 6.02208511757778e-05
167 167 0.000332224014450187
168 168 0.000433924969526438
169 169 0.000332223595137171
170 170 0.000444707816604709
